x_corr,y_corr,town,county,state,county number
3100.093,6965.1087, Forbestown , Butte , CA,4
2817.5841,7101.217, James , Butte , CA,4
3151.4833,7111.7754, Nelsons Crossing , Butte , CA,4
3086.4815,6975.9419, Old Forbestown , Butte , CA,4
3187.8732,6974.5545, Oroleve , Butte , CA,4
2783.4165,7103.1614, Pentz , Butte , CA,4
3144.8164,7059.2755, Rogerville , Butte , CA,4
2845.0846,7151.4943, Yankee Hill , Butte , CA,4
2963.9775,7093.1624, Berry Creek , Butte , CA,4
2906.4755,7146.2169, Big Bend , Butte , CA,4
2633.9681,7019.5509, Blavo , Butte , CA,4
3028.1461,7138.4404, Brush Creek , Butte , CA,4
2712.0247,7235.6602, Centerville , Butte , CA,4
2803.1419,6785.3879, Craig , Butte , CA,4
2962.8651,7291.4943, Cresta , Butte , CA,4
2713.4163,6863.1642, East Biggs , Butte , CA,4
2772.8609,7055.3841, Elsey , Butte , CA,4
2600.3563,7053.7171, Esquon , Butte , CA,4
2683.6943,6783.9987, Fagan , Butte , CA,4
2707.5798,7259.549, Helltown , Butte , CA,4
2965.0884,7175.6617, Hughes Place , Butte , CA,4
3075.3699,7188.4405, Junction House , Butte , CA,4
3003.9777,7270.106, Kister , Butte , CA,4
2782.5836,7000.9402, Kramm , Butte , CA,4
2789.5258,7339.2706, Lovelock , Butte , CA,4
2788.9711,7260.1045, Magalia , Butte , CA,4
2945.0869,7272.0498, Mayaro , Butte , CA,4
2327.5708,7326.2129, Merrills Landing , Butte , CA,4
3059.8135,7213.9957, Merrimac , Butte , CA,4
2747.3035,7233.1602, Mineral Slide , Butte , CA,4
2601.7455,7000.1064, Nelson , Butte , CA,4
2748.1362,7291.4932, Nimshew , Butte , CA,4
2762.0286,6875.1085, Oak Grove , Butte , CA,4
2837.8628,7041.7732, Oregon City , Butte , CA,4
2716.7486,6957.6071, Oroville Junction , Butte , CA,4
2870.6408,7170.3831, Parkhill , Butte , CA,4
2705.9165,6828.4425, Peachton , Butte , CA,4
2895.9193,7192.3275, Poe , Butte , CA,4
2794.8034,7376.7703, Powellton , Butte , CA,4
2656.191,7003.44, Ramada , Butte , CA,4
2414.2443,7056.2157, Rancho Llano Seco , Butte , CA,4
2641.7472,6897.3301, Riceton , Butte , CA,4
2590.3541,7287.8819, Richardson Springs , Butte , CA,4
2679.2474,6987.8846, Shippee , Butte , CA,4
2388.9626,7258.7138, Anita , Butte , CA,4
2410.0747,7227.6031, Nord , Butte , CA,4
2815.0849,6944.5519, South Oroville , Butte , CA,4
2935.3675,6815.388, Sunnyslope , Butte , CA,4
2780.3616,6959.2739, Thermalito , Butte , CA,4
2814.8079,6868.7198, Vista Robles , Butte , CA,4
2746.4713,7030.1065, Wicks Corner , Butte , CA,4
2687.8559,7351.7706, Dodge Place , Butte , CA,4
2373.1283,7288.158, Cana , Butte , CA,4
2929.2533,7253.4386, Big Bar , Butte , CA,4
2459.5231,6992.6055, Dodgeland , Butte , CA,4
2561.1891,7112.3273, Roble , Butte , CA,4
2754.8027,7322.3262, De Sabla , Butte , CA,4
3861.5185,5849.2994, Bummerville , Calaveras , CA,5
3853.7402,5797.079, Independence , Calaveras , CA,5
3497.3399,5542.9203, Jenny Lind , Calaveras , CA,5
3660.9551,5748.4696, Mokelumne Hill , Calaveras , CA,5
3826.5171,5676.2496, Mountain Ranch , Calaveras , CA,5
3860.6893,5476.2551, Carson Hill , Calaveras , CA,5
3775.4041,5802.912, Alabama Hill , Calaveras , CA,5
3676.5133,5495.4218, Carmen City , Calaveras , CA,5
3858.7411,5650.417, Cave City , Calaveras , CA,5
3732.6259,5579.3081, Fourth Crossing , Calaveras , CA,5
3380.1138,5652.917, Goodmans Corner , Calaveras , CA,5
3736.2358,5778.1907, Rich Gulch , Calaveras , CA,5
3834.5729,5828.189, Sandy Gulch , Calaveras , CA,5
3627.3455,5382.3687, Telegraph City , Calaveras , CA,5
3839.851,5847.0773, West Point , Calaveras , CA,5
3912.3561,5562.3639, Douglas Flat , Calaveras , CA,5
3870.9655,5568.4749, La Honda Park , Calaveras , CA,5
3985.6909,5626.8069, Red Apple , Calaveras , CA,5
3903.1871,5657.3613, Sheep Ranch , Calaveras , CA,5
4056.8035,5725.4156, Big Trees , Calaveras , CA,5
3893.7448,5538.1979, Vallecito , Calaveras , CA,5
3686.7898,5644.0285, San Andreas , Calaveras , CA,5
3947.6325,5705.4157, Fort Jones , Calaveras , CA,5
3936.7989,5795.9685, Sandoz , Calaveras , CA,5
3911.2423,5795.4127, Fuchs , Calaveras , CA,5
3725.4054,5429.0345, Copperopolis , Calaveras , CA,5
3868.7456,5460.4223, Melones , Calaveras , CA,5
3942.0768,5842.0782, Porter , Calaveras , CA,5
4006.2459,5709.0269, Manuel Mill , Calaveras , CA,5
4026.5245,5714.0269, White Pines , Calaveras , CA,5
4252.0879,5862.9118, Big Meadow , Calaveras , CA,5
3476.7832,5631.8066, Burson , Calaveras , CA,5
3757.3488,5605.974, Calaveritas , Calaveras , CA,5
3522.8951,5695.9715, Camp Pardee , Calaveras , CA,5
3514.0061,5675.1387, Campo Seco , Calaveras , CA,5
4155.418,5804.0249, Cottage Springs , Calaveras , CA,5
4041.8036,5660.695, Douds Landing , Calaveras , CA,5
3651.5123,5476.2557, Felix , Calaveras , CA,5
3916.5204,5683.194, Fisher Place , Calaveras , CA,5
4208.1974,5852.3567, Ganns , Calaveras , CA,5
3719.8461,5733.4701, Jesus Maria , Calaveras , CA,5
3617.6212,5534.5875, Lost City , Calaveras , CA,5
3515.1187,5479.8665, Milton , Calaveras , CA,5
3480.3949,5564.864, Oak Grove , Calaveras , CA,5
3604.0084,5707.36, Paloma , Calaveras , CA,5
4295.4227,5895.133, Sherman Acres , Calaveras , CA,5
4267.644,5874.5781, Skyhigh , Calaveras , CA,5
3805.4078,5531.8093, Altaville , Calaveras , CA,5
3647.3435,5759.858, Big Bar , Calaveras , CA,5
3601.7865,5652.9172, Toyon , Calaveras , CA,5
3538.1737,5639.5843, Valley Springs , Calaveras , CA,5
3389.2808,5642.084, Wallace , Calaveras , CA,5
3827.6313,5516.2541, Angels Camp , Calaveras , CA,5
3905.1311,5822.0785, Hams , Calaveras , CA,5
4105.694,5757.6373, Big Trees Village , Calaveras , CA,5
3683.4559,5747.914, Happy Valley , Calaveras , CA,5
3431.5041,5642.3617, Lake Camanche Ranches , Calaveras , CA,5
3528.4513,5628.4735, Quail Oaks , Calaveras , CA,5
3508.9437,5575.4987, Rancho Calaveras , Calaveras , CA,5
3470.394,5656.2503, South Camanche Shore , Calaveras , CA,5
3939.3013,5579.8635, Big Valley , Calaveras , CA,5
3963.7458,5622.3624, Hanford Hill , Calaveras , CA,5
3932.9111,5629.5844, Indian Creek , Calaveras , CA,5
3967.6343,5644.8618, Timber Trails , Calaveras , CA,5
3913.1888,5593.752, Wyldewood , Calaveras , CA,5
3997.6353,5656.5283, Ebbetts Pass Highlands , Calaveras , CA,5
3998.1901,5694.3051, Meadowmont , Calaveras , CA,5
3463.7278,5555.6976, Mother Lode Acres , Calaveras , CA,5
3722.0689,5644.8617, Mountain Ranch Subdivision , Calaveras , CA,5
3705.4018,5635.9732, Oak Park Estates , Calaveras , CA,5
3735.9618,5374.8688, Copper Cove Subdivision , Calaveras , CA,5
3731.7948,5407.646, Copper Cove Village , Calaveras , CA,5
3785.131,5350.9805, The Shores of Poker Flat , Calaveras , CA,5
2473.4187,6522.337, Grimes , Colusa , CA,6
2175.911,6724.2755, Maxwell , Colusa , CA,6
1878.1248,6749.8294, Lodoga , Colusa , CA,6
1943.6849,6637.3329, Leesville , Colusa , CA,6
1938.4033,6793.7173, Devils Elbow , Colusa , CA,6
1947.5775,6487.3374, Wilbur Springs , Colusa , CA,6
2357.8595,6662.333, Colusa , Colusa , CA,6
2217.8583,6602.6124, Williams , Colusa , CA,6
1702.2862,6801.2163, Fouts Springs , Colusa , CA,6
2309.5293,6465.395, Arbuckle , Colusa , CA,6
1682.2852,6830.3821, Bonnie View , Colusa , CA,6
2357.8641,6453.729, College City , Colusa , CA,6
2181.1899,6667.0548, Cortena , Colusa , CA,6
2176.1873,6802.0513, Delevan , Colusa , CA,6
2197.3017,6638.1668, Delphos , Colusa , CA,6
2548.1426,6452.8935, Fraziers Landing , Colusa , CA,6
2275.6387,6517.8931, Genevra , Colusa , CA,6
2405.0859,6483.7276, Graino , Colusa , CA,6
2498.9746,6514.0037, Grand Island , Colusa , CA,6
2527.5874,6404.562, Millers Landing , Colusa , CA,6
2092.2982,6725.3863, Mills Orchards , Colusa , CA,6
2357.302,6851.2179, Princeton , Colusa , CA,6
2349.8081,6406.7856, Harrington , Colusa , CA,6
2028.6845,6756.7742, Sites , Colusa , CA,6
2338.6908,6805.6632, Stegeman , Colusa , CA,6
1823.1219,6823.1606, Stonyford , Colusa , CA,6
2425.3617,6581.7801, Sycamore , Colusa , CA,6
2479.2498,6635.1118, West Butte , Colusa , CA,6
2341.4695,6698.1652, Colusa Rancheria , Colusa , CA,6
2183.9765,5494.3084, Port Costa , Contra Costa , CA,7
2671.7682,5421.5323, Sand Hill , Contra Costa , CA,7
2729.2701,5315.1464, Byron , Contra Costa , CA,7
2292.0352,5480.6972, Avon , Contra Costa , CA,7
2515.9309,5460.1421, Los Medanos , Contra Costa , CA,7
2798.4368,5387.9226, Orwood , Contra Costa , CA,7
2407.0384,5486.53, McAvoy , Contra Costa , CA,7
2518.7092,5394.3106, Stewartville , Contra Costa , CA,7
2554.5436,5388.4774, West Hartley , Contra Costa , CA,7
2503.7095,5243.7589, Tassajara , Contra Costa , CA,7
2291.2026,5332.9235, Saranap , Contra Costa , CA,7
2316.2034,5324.5903, Walnut Heights , Contra Costa , CA,7
2671.4907,5379.8667, Brentwood , Contra Costa , CA,7
2431.4845,5389.0328, Clayton , Contra Costa , CA,7
2367.3164,5269.5916, Danville , Contra Costa , CA,7
2249.2569,5333.7569, Lafayette , Contra Costa , CA,7
2233.1449,5467.3644, Martinez , Contra Costa , CA,7
2654.8234,5445.4206, Oakley , Contra Costa , CA,7
2271.2017,5456.5313, Vine Hill , Contra Costa , CA,7
2643.9902,5409.5882, Arbor , Contra Costa , CA,7
2374.261,5287.3688, Alamo Oaks , Contra Costa , CA,7
2377.8717,5400.6992, Cowell , Contra Costa , CA,7
2409.2621,5282.9245, Diablo , Contra Costa , CA,7
2486.7638,5405.6991, Nortonville , Contra Costa , CA,7
2431.7627,5297.6463, Rock City , Contra Costa , CA,7
2389.2617,5227.926, San Ramon , Contra Costa , CA,7
2335.093,5298.202, Alamo , Contra Costa , CA,7
2561.488,5452.9201, Antioch , Contra Costa , CA,7
2105.9188,5484.8645, Bayo Vista , Contra Costa , CA,7
2726.7685,5462.9203, Bethel Island , Contra Costa , CA,7
2611.7672,5452.9202, Bridgehead , Contra Costa , CA,7
2160.643,5450.9764, Christie , Contra Costa , CA,7
2337.87,5473.475, Clyde , Contra Costa , CA,7
2336.2037,5425.9764, Concord , Contra Costa , CA,7
2186.7549,5287.6473, Eastport , Contra Costa , CA,7
2072.0296,5425.1439, El Sobrante , Contra Costa , CA,7
2057.3069,5455.1431, Gateley , Contra Costa , CA,7
2204.5332,5446.2541, Glen Frazer , Contra Costa , CA,7
2199.2553,5310.1467, Glorietta , Contra Costa , CA,7
2078.6962,5465.1428, Hercules , Contra Costa , CA,7
2096.1967,5459.5875, Herpoco , Contra Costa , CA,7
2087.0299,5358.4792, Kensington , Contra Costa , CA,7
2699.2686,5416.8104, Knightsen , Contra Costa , CA,7
2115.9194,5462.3651, Luzon , Contra Costa , CA,7
2297.0356,5462.9199, Maltby , Contra Costa , CA,7
2513.4315,5340.7009, Marsh Creek Springs , Contra Costa , CA,7
2251.2009,5473.4754, Mococo , Contra Costa , CA,7
2311.7582,5474.0306, Monsanto , Contra Costa , CA,7
2237.5899,5282.925, Moraga , Contra Costa , CA,7
2237.0341,5438.4764, Muir , Contra Costa , CA,7
2002.5832,5457.0876, Nitro , Contra Costa , CA,7
1999.8057,5406.8113, North Richmond , Contra Costa , CA,7
2187.5882,5325.1463, Orinda , Contra Costa , CA,7
2171.7545,5335.4239, Orinda Village , Contra Costa , CA,7
2204.2551,5474.5867, Ozol , Contra Costa , CA,7
2292.0357,5431.5319, Pacheco , Contra Costa , CA,7
2306.4807,5395.9773, Pleasant Hill , Contra Costa , CA,7
1978.1387,5372.0902, Point Richmond , Contra Costa , CA,7
2240.0899,5308.7576, Rheem , Contra Costa , CA,7
2019.5284,5383.7563, Richmond , Contra Costa , CA,7
2123.4191,5504.5863, Selby , Contra Costa , CA,7
2379.2598,5489.3077, Nichols , Contra Costa , CA,7
2482.5964,5475.9749, Pittsburg , Contra Costa , CA,7
2017.8615,5450.1433, Sobrante , Contra Costa , CA,7
2040.0845,5364.5902, Stege , Contra Costa , CA,7
2228.4229,5270.7032, Valle Vista , Contra Costa , CA,7
2302.314,5354.3118, Walnut Creek , Contra Costa , CA,7
2758.1585,5388.478, Werner , Contra Costa , CA,7
1995.639,5381.5342, Atchison Village , Contra Costa , CA,7
2034.5286,5443.4768, Montalvin , Contra Costa , CA,7
2148.6976,5502.6417, Crolona Heights , Contra Costa , CA,7
2425.338,5474.7577, Bay Point , Contra Costa , CA,7
2767.0479,5356.5344, Discovery Bay , Contra Costa , CA,7
2037.3065,5413.1999, Rollingwood , Contra Costa , CA,7
2459.5413,5268.7582, Blackhawk , Contra Costa , CA,7
2053.6959,5392.9227, East Richmond Heights , Contra Costa , CA,7
2480.897,5244.8087, Camino Tassajara , Contra Costa , CA,7
271.9234,9039.7837, False Klamath , Del Norte , CA,8
295.2551,9240.6124, Hiouchi , Del Norte , CA,8
165.5296,9203.9468, Crescent City , Del Norte , CA,8
328.8701,8974.5079, Klamath , Del Norte , CA,8
424.1472,9284.2231, Darlingtonia , Del Norte , CA,8
397.7575,9293.3895, Gasquet , Del Norte , CA,8
374.7014,9290.6116, Adams Station , Del Norte , CA,8
317.4808,8988.3964, Camp Klamath , Del Norte , CA,8
522.2046,9323.1121, Patrick Creek , Del Norte , CA,8
397.7608,8962.564, Scaath , Del Norte , CA,8
595.2619,9346.4455, Idlewild , Del Norte , CA,8
373.3158,8960.6197, Klamath Glen , Del Norte , CA,8
300.8136,8994.7849, Requa , Del Norte , CA,8
220.2496,9376.1665, Smith River , Del Norte , CA,8
220.8063,9325.3339, Tryon Corner , Del Norte , CA,8
168.3034,9355.6114, Yontocket , Del Norte , CA,8
394.7021,9272.8341, French Hill , Del Norte , CA,8
405.5338,9428.9435, Rockland , Del Norte , CA,8
165.8047,9303.3899, Pacific Shores , Del Norte , CA,8
3314.8331,6102.903, Clarksville , El Dorado , CA,9
3519.5624,6130.6804, El Dorado , El Dorado , CA,9
3482.6167,6209.0119, Gold Hill , El Dorado , CA,9
3352.8892,6282.8988, Pilot Hill , El Dorado , CA,9
3432.8926,6033.7381, Brandon Corner , El Dorado , CA,9
3497.0616,6189.8456, Cold Springs , El Dorado , CA,9
3491.5058,6124.5694, Kingsville , El Dorado , CA,9
3741.2387,6318.1793, Pino Grande , El Dorado , CA,9
3505.9518,6340.3989, Fornis , El Dorado , CA,9
3454.5604,6344.5651, Greenwood , El Dorado , CA,9
3546.5085,6246.7894, Kelsey , El Dorado , CA,9
4070.4174,6222.6285, Kyburz , El Dorado , CA,9
3681.5129,6095.6815, Somerset , El Dorado , CA,9
3578.1787,6429.8427, Volcanoville , El Dorado , CA,9
3552.3415,6142.6246, Diamond Springs , El Dorado , CA,9
3568.731,6177.6239, Placerville , El Dorado , CA,9
3819.0183,6213.1801, Ditch Camp Five , El Dorado , CA,9
3846.7977,6332.0695, Campana , El Dorado , CA,9
3477.061,6247.9001, Coloma , El Dorado , CA,9
4325.7044,6281.795, Echo Lake , El Dorado , CA,9
4269.314,6407.9065, Emerald Bay , El Dorado , CA,9
4294.5924,6330.9619, Fallen Leaf , El Dorado , CA,9
4433.2074,6299.0167, Fountain Place , El Dorado , CA,9
3507.8961,6302.0662, Garden Valley , El Dorado , CA,9
4316.26,6388.4622, Kiva Beach , El Dorado , CA,9
3458.7269,6249.5667, Lotus , El Dorado , CA,9
3533.175,6307.344, Meadow Brook , El Dorado , CA,9
4354.3167,6304.0172, Meyers , El Dorado , CA,9
3522.0625,6026.7939, Nashville , El Dorado , CA,9
4289.592,6265.9618, Phillips , El Dorado , CA,9
3557.8981,6271.2335, Spanish Flat , El Dorado , CA,9
4243.2015,6259.2952, Twin Bridges , El Dorado , CA,9
3544.0079,6174.8461, Apex , El Dorado , CA,9
3640.6778,6005.1276, Aukum , El Dorado , CA,9
3613.1799,6382.6215, Balderson Station , El Dorado , CA,9
4408.4848,6397.351, Bijou Park , El Dorado , CA,9
3912.6325,6122.6269, Bonetti , El Dorado , CA,9
3401.5026,6023.1829, Brela , El Dorado , CA,9
3890.6874,6166.7924, Bryants , El Dorado , CA,9
3569.2887,6371.7879, Buckeye , El Dorado , CA,9
3519.8415,6356.5098, Buffalo Hill , El Dorado , CA,9
3405.9471,6057.071, Bullard , El Dorado , CA,9
3934.5774,6054.0174, Caldor , El Dorado , CA,9
3692.3468,6186.2353, Camino , El Dorado , CA,9
3753.4611,6294.5684, Claussenius , El Dorado , CA,9
3677.3458,5999.2945, Coyoteville , El Dorado , CA,9
3932.6327,6029.5734, Croft , El Dorado , CA,9
3965.6905,6177.0714, Darlington , El Dorado , CA,9
3699.5704,6291.2345, Deer View , El Dorado , CA,9
3706.7915,6041.516, Fair Play , El Dorado , CA,9
3697.0705,6313.7343, Fairbanks , El Dorado , CA,9
3654.2899,6186.2351, Five Mile Terrace , El Dorado , CA,9
3455.9489,6089.2924, Frenchtown , El Dorado , CA,9
3837.3522,6208.1801, Fresh Pond , El Dorado , CA,9
3874.5753,6084.8491, Gilberts , El Dorado , CA,9
3839.8519,6084.2934, Grizzly Flat , El Dorado , CA,9
3804.0174,6129.8479, Happy Valley , El Dorado , CA,9
3996.8035,6297.6271, Jones Place , El Dorado , CA,9
3383.4463,6007.6277, Latrobe , El Dorado , CA,9
4138.1978,6250.9625, Lower Forni , El Dorado , CA,9
3919.3001,6244.848, McConnel Place , El Dorado , CA,9
3833.1856,6247.0691, McManus , El Dorado , CA,9
4030.9701,6086.2407, Meiss , El Dorado , CA,9
3662.6232,6058.1822, Melsons Corner , El Dorado , CA,9
4042.9158,6157.6287, Morrison , El Dorado , CA,9
3688.1799,6152.347, Newtown , El Dorado , CA,9
3648.4562,6158.458, Old Fort Jim , El Dorado , CA,9
3720.1264,6265.9571, Old Pino , El Dorado , CA,9
3794.0167,6029.2943, Omo Ranch , El Dorado , CA,9
3637.3445,6064.5709, Outingdale , El Dorado , CA,9
3860.1309,6208.1802, Pacific , El Dorado , CA,9
3528.1739,6159.2909, Perks Corner , El Dorado , CA,9
4012.9144,6134.2952, Pilliken , El Dorado , CA,9
3704.2916,6130.9587, Pleasant Valley , El Dorado , CA,9
3780.6835,6209.291, Pollock Pines , El Dorado , CA,9
3680.1262,6362.9004, Quintette , El Dorado , CA,9
3925.9673,6311.5149, Raffetto , El Dorado , CA,9
3917.9111,6219.0146, Riverton , El Dorado , CA,9
3441.2261,6113.7362, Shingle Springs , El Dorado , CA,9
3893.1878,6227.9031, Short Place , El Dorado , CA,9
3372.0568,6147.0686, Skinners , El Dorado , CA,9
3612.066,6182.6239, Smithflat , El Dorado , CA,9
3839.5746,6227.3468, Spring Valley , El Dorado , CA,9
4222.0896,6244.8508, Strawberry , El Dorado , CA,9
3742.3484,6100.6817, Sweeneys Crossing , El Dorado , CA,9
3592.343,6129.0139, Tiger Lily , El Dorado , CA,9
3680.957,5976.2394, Tylers Corner , El Dorado , CA,9
4194.5887,6270.1287, Upper Forni , El Dorado , CA,9
3979.5794,6105.1284, Voss , El Dorado , CA,9
3962.0795,6223.1821, White Hall , El Dorado , CA,9
3414.8362,6362.3421, Auburn Lake Trails , El Dorado , CA,9
4242.9228,6492.3506, Glenridge Park , El Dorado , CA,9
4249.5906,6461.7953, Rubicon Properties , El Dorado , CA,9
4302.3706,6377.0732, Spring Creek , El Dorado , CA,9
4353.7614,6379.5733, Tahoe Keys , El Dorado , CA,9
3734.0151,6200.6797, Cedar Grove , El Dorado , CA,9
3517.3402,6200.6788, Gold Trail Park , El Dorado , CA,9
3535.6742,6202.9011, North Placerville , El Dorado , CA,9
3318.9996,6211.789, Zee Estates , El Dorado , CA,9
3799.0175,6201.2355, Gold Ridge , El Dorado , CA,9
